experiment,graph_id,graph_type,model,repetition,attack_id,attack_type,strategy,fraction_removed,nodes_removed,gcc_fraction,gcc_size,avg_path_length_gcc,diameter_gcc,global_efficiency,global_clustering,avg_local_clustering,mean_degree,max_degree,degree_std
manual_ui_experiment,WS_n300_k10_p0.10,synthetic,watts_strogatz,0,targeted_degree,targeted,degree,0.36,108,0.6233333333333333,187,5.021735380369156,11,0.23437841548113902,0.5235457063711911,0.48345734126984125,6.3125,10,2.0171788261496966
manual_ui_experiment,WS_n300_k10_p0.10,synthetic,watts_strogatz,0,targeted_degree,targeted,degree,0.38,114,0.6033333333333334,181,5.085144260282382,11,0.23307533759144747,0.5213143872113677,0.4864183307731695,6.182795698924731,10,2.0684326649528297
manual_ui_experiment,WS_n300_k10_p0.10,synthetic,watts_strogatz,0,targeted_degree,targeted,degree,0.4,120,0.57,171,5.180392156862745,12,0.22140204474467323,0.5223257308062962,0.48256172839506173,6.0,10,2.1421692017412837
manual_ui_experiment,WS_n300_k10_p0.10,synthetic,watts_strogatz,0,targeted_degree,targeted,degree,0.42,126,0.5366666666666666,161,5.0420807453416145,11,0.21600962451568717,0.521079258010118,0.46782521437693847,5.896551724137931,10,2.282036208919321
manual_ui_experiment,WS_n300_k10_p0.10,synthetic,watts_strogatz,0,targeted_degree,targeted,degree,0.44,132,0.49666666666666665,149,5.010611282423363,10,0.20232050072189753,0.5282142857142857,0.4662509448223734,5.785714285714286,10,2.375827818493851
manual_ui_experiment,WS_n300_k10_p0.10,synthetic,watts_strogatz,0,targeted_degree,targeted,degree,0.46,138,0.47333333333333333,142,4.9182898811307565,11,0.2014177619192421,0.5240825688073395,0.4396237507348618,5.6419753086419755,10,2.4711103216191215
manual_ui_experiment,WS_n300_k10_p0.10,synthetic,watts_strogatz,0,targeted_degree,targeted,degree,0.48,144,0.4533333333333333,136,4.802723311546841,11,0.20294190278060034,0.5137770241627808,0.42684676434676433,5.448717948717949,10,2.4502612937453345
manual_ui_experiment,WS_n300_k10_p0.10,synthetic,watts_strogatz,0,targeted_degree,targeted,degree,0.5,150,0.42333333333333334,127,4.718535183102112,11,0.1966810547146042,0.5107816711590296,0.41265079365079366,5.346666666666667,10,2.5376804807190014
manual_ui_experiment,WS_n300_k10_p0.10,synthetic,watts_strogatz,0,targeted_degree,targeted,degree,0.52,156,0.4,120,4.68921568627451,11,0.19179537143551698,0.5094905094905094,0.40127865961199294,5.138888888888889,10,2.5566121004365847
manual_ui_experiment,WS_n300_k10_p0.10,synthetic,watts_strogatz,0,targeted_degree,targeted,degree,0.54,162,0.38,114,5.015525539512498,12,0.18079960491099492,0.5215909090909091,0.38673798021624106,4.884057971014493,10,2.556810920579753
manual_ui_experiment,WS_n300_k10_p0.10,synthetic,watts_strogatz,0,targeted_degree,targeted,degree,0.56,168,0.3333333333333333,100,6.840808080808081,18,0.13612953858366295,0.5397574123989218,0.3882094757094757,4.5606060606060606,9,2.4992652731188447
manual_ui_experiment,WS_n300_k10_p0.10,synthetic,watts_strogatz,0,targeted_degree,targeted,degree,0.58,174,0.3,90,6.329588014981273,17,0.1301709707866552,0.5389221556886228,0.36304484756865707,4.365079365079365,9,2.5529415794308528
manual_ui_experiment,WS_n300_k10_p0.10,synthetic,watts_strogatz,0,targeted_degree,targeted,degree,0.6,180,0.26666666666666666,80,6.39620253164557,17,0.11753748114721814,0.5228331780055918,0.3461904761904762,3.9833333333333334,9,2.449433040975446
manual_ui_experiment,WS_n300_k10_p0.10,synthetic,watts_strogatz,0,targeted_degree,targeted,degree,0.62,186,0.24333333333333335,73,7.411339421613394,22,0.10508016409237834,0.542319749216301,0.32857142857142857,3.7719298245614037,8,2.516733777608611
manual_ui_experiment,WS_n300_k10_p0.10,synthetic,watts_strogatz,0,targeted_degree,targeted,degree,0.64,192,0.22,66,7.128671328671329,22,0.09926199363739746,0.5284974093264249,0.30178571428571427,3.4444444444444446,8,2.4241582476968255
manual_ui_experiment,WS_n300_k10_p0.10,synthetic,watts_strogatz,0,targeted_degree,targeted,degree,0.66,198,0.17,51,5.530196078431373,16,0.08446147243468184,0.5375191424196019,0.2842903828197946,3.176470588235294,8,2.4270201397884756
manual_ui_experiment,WS_n300_k10_p0.10,synthetic,watts_strogatz,0,targeted_degree,targeted,degree,0.68,204,0.13666666666666666,41,4.6987804878048784,12,0.07341076808182057,0.5563636363636364,0.278844246031746,2.9375,8,2.4014427087343417
manual_ui_experiment,WS_n300_k10_p0.10,synthetic,watts_strogatz,0,targeted_degree,targeted,degree,0.7000000000000001,210,0.11333333333333333,34,4.720142602495543,12,0.06158904003473279,0.556786703601108,0.23148148148148145,2.4444444444444446,7,2.1192824315535104
manual_ui_experiment,WS_n300_k10_p0.10,synthetic,watts_strogatz,0,targeted_degree,targeted,degree,0.72,216,0.03666666666666667,11,1.6727272727272726,4,0.03748121738655304,0.5581395348837209,0.2183106575963719,2.0238095238095237,7,1.7455807498351406
manual_ui_experiment,WS_n300_k10_p0.10,synthetic,watts_strogatz,0,targeted_degree,targeted,degree,0.74,222,0.03,9,2.9722222222222223,7,0.03152165295022439,0.2916666666666667,0.15598290598290598,1.5128205128205128,4,1.0345764616324111
manual_ui_experiment,WS_n300_k10_p0.10,synthetic,watts_strogatz,0,targeted_degree,targeted,degree,0.76,228,0.03,9,2.9722222222222223,7,0.0317525523511439,0.3442622950819672,0.16898148148148148,1.4166666666666667,4,1.050793351076541
manual_ui_experiment,WS_n300_k10_p0.10,synthetic,watts_strogatz,0,targeted_degree,targeted,degree,0.78,234,0.03,9,2.9722222222222223,7,0.03550560550560549,0.32142857142857145,0.148989898989899,1.4242424242424243,4,1.0453447461006269
manual_ui_experiment,WS_n300_k10_p0.10,synthetic,watts_strogatz,0,targeted_degree,targeted,degree,0.8,240,0.02666666666666667,8,2.607142857142857,6,0.03741996233521656,0.35294117647058826,0.16666666666666666,1.4333333333333333,3,1.0386957633921923
manual_ui_experiment,WS_n300_k10_p0.10,synthetic,watts_strogatz,0,targeted_degree,targeted,degree,0.8200000000000001,246,0.023333333333333334,7,2.6666666666666665,6,0.03759608665269043,0.4,0.19753086419753085,1.3703703703703705,3,1.0766253224998987
manual_ui_experiment,WS_n300_k10_p0.10,synthetic,watts_strogatz,0,targeted_degree,targeted,degree,0.84,252,0.023333333333333334,7,2.4761904761904763,5,0.03781028368794326,0.45,0.2222222222222222,1.2916666666666667,3,1.135751097536584
manual_ui_experiment,WS_n300_k10_p0.10,synthetic,watts_strogatz,0,targeted_degree,targeted,degree,0.86,258,0.023333333333333334,7,2.4761904761904763,5,0.038501742160278754,0.46875,0.19841269841269843,1.1428571428571428,3,1.1664236870396087
manual_ui_experiment,WS_n300_k10_p0.10,synthetic,watts_strogatz,0,targeted_degree,targeted,degree,0.88,264,0.02,6,1.6,3,0.041534391534391535,0.5172413793103449,0.2314814814814815,1.1666666666666667,3,1.1902380714238083
manual_ui_experiment,WS_n300_k10_p0.10,synthetic,watts_strogatz,0,targeted_degree,targeted,degree,0.9,270,0.02,6,1.6,3,0.04980842911877394,0.5769230769230769,0.2777777777777778,1.2,3,1.2220201853215573
manual_ui_experiment,WS_n300_k10_p0.10,synthetic,watts_strogatz,0,targeted_degree,targeted,degree,0.92,276,0.013333333333333334,4,1.1666666666666667,2,0.034420289855072464,0.75,0.13888888888888887,0.75,3,0.924211375534118
manual_ui_experiment,WS_n300_k10_p0.10,synthetic,watts_strogatz,0,targeted_degree,targeted,degree,0.9400000000000001,282,0.006666666666666667,2,1.0,1,0.0196078431372549,0,0.0,0.3333333333333333,1,0.4714045207910317
manual_ui_experiment,WS_n300_k10_p0.10,synthetic,watts_strogatz,0,targeted_degree,targeted,degree,0.96,288,0.006666666666666667,2,1.0,1,0.030303030303030304,0,0.0,0.3333333333333333,1,0.47140452079103173
manual_ui_experiment,WS_n300_k10_p0.10,synthetic,watts_strogatz,0,targeted_degree,targeted,degree,0.98,294,0.006666666666666667,2,1.0,1,0.06666666666666667,0,0.0,0.3333333333333333,1,0.4714045207910317
manual_ui_experiment,WS_n300_k10_p0.10,synthetic,watts_strogatz,0,targeted_degree,targeted,degree,1.0,300,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
manual_ui_experiment,WS_n300_k10_p0.10,synthetic,watts_strogatz,0,targeted_betweenness,targeted,betweenness,0.0,0,1.0,300,3.507380156075808,6,0.3195165366034352,0.48052805280528055,0.487963554963555,10.0,13,0.9486832980505138
manual_ui_experiment,WS_n300_k10_p0.10,synthetic,watts_strogatz,0,targeted_betweenness,targeted,betweenness,0.02,6,0.98,294,3.6351141139049474,6,0.3106088396678445,0.49187768752986144,0.49762739150494256,9.70748299319728,12,0.9491197809308927
manual_ui_experiment,WS_n300_k10_p0.10,synthetic,watts_strogatz,0,targeted_betweenness,targeted,betweenness,0.04,12,0.96,288,3.758662408052652,7,0.3024966355106247,0.5030141233207027,0.5070559263267597,9.4375,12,1.0049789245993614
manual_ui_experiment,WS_n300_k10_p0.10,synthetic,watts_strogatz,0,targeted_betweenness,targeted,betweenness,0.06,18,0.94,282,3.81933822972666,7,0.29867452445259673,0.5075344365350837,0.5105124190230573,9.205673758865249,12,1.0851527362277662
manual_ui_experiment,WS_n300_k10_p0.10,synthetic,watts_strogatz,0,targeted_betweenness,targeted,betweenness,0.08,24,0.92,276,3.9058234519104085,7,0.2938051320660987,0.5103475591642737,0.5149387247213334,9.0,11,1.0868115845397743
manual_ui_experiment,WS_n300_k10_p0.10,synthetic,watts_strogatz,0,targeted_betweenness,targeted,betweenness,0.1,30,0.9,270,4.0119509844416905,7,0.2877426355370521,0.5183095592931658,0.5256498850943296,8.777777777777779,11,1.146115285175789
manual_ui_experiment,WS_n300_k10_p0.10,synthetic,watts_strogatz,0,targeted_betweenness,targeted,betweenness,0.12,36,0.88,264,4.093271114183661,7,0.28326708146113205,0.5270362765229295,0.534096101709738,8.583333333333334,11,1.1483958948520896
manual_ui_experiment,WS_n300_k10_p0.10,synthetic,watts_strogatz,0,targeted_betweenness,targeted,betweenness,0.14,42,0.86,258,4.206798781407414,8,0.27776847746320305,0.5335287651154269,0.5419882658254751,8.395348837209303,11,1.174130749894357
manual_ui_experiment,WS_n300_k10_p0.10,synthetic,watts_strogatz,0,targeted_betweenness,targeted,betweenness,0.16,48,0.84,252,4.347878327958009,8,0.27035324311231085,0.543162108072048,0.5496340960626674,8.142857142857142,11,1.1492874653473495
manual_ui_experiment,WS_n300_k10_p0.10,synthetic,watts_strogatz,0,targeted_betweenness,targeted,betweenness,0.18,54,0.82,246,4.469918699186992,8,0.26487591552306433,0.5477882523567803,0.553892291087413,7.9105691056910565,11,1.1791421029218403
manual_ui_experiment,WS_n300_k10_p0.10,synthetic,watts_strogatz,0,targeted_betweenness,targeted,betweenness,0.2,60,0.8,240,4.632740585774059,9,0.25870288736139013,0.5539253941002029,0.5599603174603175,7.725,11,1.2004339493144414
manual_ui_experiment,WS_n300_k10_p0.10,synthetic,watts_strogatz,0,targeted_betweenness,targeted,betweenness,0.22,66,0.78,234,4.673379553207879,9,0.25696800417832577,0.5512493625701173,0.5594525844525845,7.512820512820513,10,1.1629272277383145
manual_ui_experiment,WS_n300_k10_p0.10,synthetic,watts_strogatz,0,targeted_betweenness,targeted,betweenness,0.24,72,0.76,228,4.767022181003169,9,0.2530304131596859,0.5570876999448428,0.5612642717905876,7.315789473684211,10,1.227004550197344
manual_ui_experiment,WS_n300_k10_p0.10,synthetic,watts_strogatz,0,targeted_betweenness,targeted,betweenness,0.26,78,0.74,222,5.051363580775345,10,0.24293244440303235,0.5571253071253072,0.5588874588874589,7.045045045045045,10,1.1884382013093084
manual_ui_experiment,WS_n300_k10_p0.10,synthetic,watts_strogatz,0,targeted_betweenness,targeted,betweenness,0.28,84,0.72,216,5.084065460809647,10,0.2419268932091887,0.560308710033076,0.5641681363903586,6.898148148148148,10,1.1421212786255073
manual_ui_experiment,WS_n300_k10_p0.10,synthetic,watts_strogatz,0,targeted_betweenness,targeted,betweenness,0.3,90,0.7,210,5.213579403053087,10,0.23758438303550303,0.5681063122923588,0.5728987150415722,6.733333333333333,10,1.236482466066094
manual_ui_experiment,WS_n300_k10_p0.10,synthetic,watts_strogatz,0,targeted_betweenness,targeted,betweenness,0.32,96,0.68,204,5.2735439003187485,11,0.23598637469615846,0.5687387155016765,0.5750427948957361,6.549019607843137,10,1.2919619597719916
